desc,img,name
"Empress Olivia knows happiness is the last thing she deserves, but when she finally becomes pregnant with the emperor's child, she thinks things might finally be taking a turn for the better. Alas, Ol...",https://cdn.myanimelist.net/r/50x70/images/manga/1/266557.jpg?s=159569972d62c7f54eeec7e8f3b9b681,A Marriage Alliance for Revenge
"Lilienne Islar died an abusive mother, a neglected wife, and a cast-off stepsister. So when she suddenly opens her eyes again as her younger self, she decides to set things right with the people in he...",https://cdn.myanimelist.net/r/50x70/images/manga/3/264876.jpg?s=b608419f3ea1dec5357825b2aeda6035,A Match Made in Mana
"A collection of oneshots. 1st Story: Mountain Love - A story of a girl, who is under stress to get into a medical school and one day, falls in love with her doctor. 2nd Story: A Mermaid is Singing - A...",https://cdn.myanimelist.net/r/50x70/images/manga/2/32963.jpg?s=4de329a81caad65654b68f2a9078806c,A Midsummer Night's Dream
"I, a great monster killer, was about to plunge my knife into a vampire's heart to avenge my parents' death... when I woke up in a princess's body instead! All I want is to return to my world so I can...",https://cdn.myanimelist.net/r/50x70/images/manga/2/264993.jpg?s=c467f86c475c29e8af80d09534ad6dfc,A Monster Hunter Becomes a Princess
"Becoming a princess in a fantasy world might be the dream of many, but not for Sehyun Ji, who just enjoys writing her dark and depraved novel. That is, until one day she suddenly wakes up inside the w...",https://cdn.myanimelist.net/r/50x70/images/manga/1/265016.jpg?s=2cb48a351859f3a3b0f5f949ca935af2,A Most Virtuous Villain
None,https://cdn.myanimelist.net/r/50x70/images/manga/3/61231.jpg?s=c44f64fc630a6e9176cf2fde87b34767,A My Sweets
"A sweet volleyball romance! Ayumu is a gay high school student whose motto is, ""I like cute and pretty boys."" (He himself is cute and pretty, after all!) But despite such a flippant motto, he is actua...",https://cdn.myanimelist.net/r/50x70/images/manga/3/30095.jpg?s=aac8638d804d59579b9271ce4e0ba937,A or ABC
"Ian is a painter with a natural-born talent, but his love for painting is soon lost after being forced to work for the cruel and greedy Bardi family. No one knows that he's the genius behind the beaut...",https://cdn.myanimelist.net/r/50x70/images/manga/2/253877.jpg?s=5540fa966a9f5e342cacba09011ece5a,A Painter Behind the Curtain
"Let's just say Jinwoo and Seyoung got off to a rocky start. Not knowing Seyoung would be living in a company dorm with a male employee, her direct superior at that, she barged into his room thinking i...",https://cdn.myanimelist.net/r/50x70/images/manga/3/259366.jpg?s=0fe2e2415a931a44ee6d61bd9e061e01,A Pervert's Daily Life
"Jaehyun Cha's had it easy for the past few years. His job as a PE teacher is a no-brainer, plus, he's enjoying the more illicit perks that come with the job. However, his comfy lifestyle is brought in...",https://cdn.myanimelist.net/r/50x70/images/manga/1/265742.jpg?s=695e0adaa143e37afbcec8c17244f6f5,A Physical Education
"Happy-go-lucky Midori may be small in stature, but his upbeat attitude and cheerful disposition make him a shining star who's head-and-shoulders above his co-workers at the plant-rental company! But h...",https://cdn.myanimelist.net/r/50x70/images/manga/3/60329.jpg?s=437b6771adfdb65c267f6af92c8dd040,A Place in the Sun
